Mod:Item:MetaData, Localized Name
mekanism:machineblock2:12, 流体再供給機
mekanism:machineblock2:13, レーザー
mekanism:machineblock2:14, レーザー増幅器
mekanism:machineblock2:15, レーザートラクタービーム
mekanism:machineblock3:0, 量子もつれ転送機
mekanism:machineblock3:1, 太陽中性子反応機
mekanism:machineblock3:3, 鉱石統合器
mekanism:machineblock3:4, 抵抗型発熱器
mekanism:machineblock3:5, 組立機
mekanism:machineblock3:6, 薪木ストーブ
mekanism:oreblock:0, オスミウム鉱石
mekanism:oreblock:1, 銅鉱石
mekanism:oreblock:2, 錫鉱石
mekanism:energycube:0, 基本エネルギーキューブ
mekanism:energycube:0, 基本エネルギーキューブ
mekanism:energycube:0, 発展エネルギーキューブ
mekanism:energycube:0, 発展エネルギーキューブ
mekanism:energycube:0, 精鋭エネルギーキューブ
mekanism:energycube:0, 精鋭エネルギーキューブ
mekanism:energycube:0, 究極エネルギーキューブ
mekanism:energycube:0, 究極エネルギーキューブ
mekanism:energycube:0, クリエイティブエネルギーキューブ
mekanism:energycube:0, クリエイティブエネルギーキューブ
mekanism:transmitter:0, 基本ユニバーサルケーブル
mekanism:transmitter:0, 発展ユニバーサルケーブル
mekanism:transmitter:0, 精鋭ユニバーサルケーブル
mekanism:transmitter:0, 究極ユニバーサルケーブル
mekanism:transmitter:1, 基本メカニカルパイプ
mekanism:transmitter:1, 発展メカニカルパイプ
mekanism:transmitter:1, 精鋭メカニカルパイプ
mekanism:transmitter:1, 究極メカニカルパイプ
mekanism:transmitter:2, 基本加圧チューブ
mekanism:transmitter:2, 発展加圧チューブ
mekanism:transmitter:2, 精鋭加圧チューブ
mekanism:transmitter:2, 究極加圧チューブ
mekanism:transmitter:3, 基本物流トランスポーター
mekanism:transmitter:3, 発展物流トランスポーター
mekanism:transmitter:3, 精鋭物流トランスポーター
mekanism:transmitter:3, 究極物流トランスポーター
mekanism:transmitter:4, 制限トランスポーター
mekanism:transmitter:5, 迂回トランスポーター
mekanism:transmitter:6, 基本熱力学的伝導体
mekanism:transmitter:6, 発展熱力学的伝導体
mekanism:transmitter:6, 精鋭熱力学的伝導体
mekanism:transmitter:6, 究極熱力学的伝導体
mekanism:obsidiantnt, 黒曜石TNT
mekanism:boundingblock, プレースホルダー
mekanism:gastank:0, 基本ガスタンク
mekanism:gastank:0, 発展ガスタンク
mekanism:gastank:0, 精鋭ガスタンク
mekanism:gastank:0, 究極ガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:cardboardbox, 段ボール箱
mekanism:glowpanel:0, §8黒色 発光パネル
mekanism:glowpanel:1, §c赤色 発光パネル
mekanism:glowpanel:2, §2緑色 発光パネル
mekanism:glowpanel:3, §6茶色 発光パネル
mekanism:glowpanel:4, §1青色 発光パネル
mekanism:glowpanel:5, §5紫色 発光パネル
mekanism:glowpanel:6, §3水色 発光パネル
mekanism:glowpanel:7, §7薄灰色 発光パネル
mekanism:glowpanel:8, §8灰色 発光パネル
mekanism:glowpanel:9, §d桃色 発光パネル
mekanism:glowpanel:10, §a黄緑色 発光パネル
mekanism:glowpanel:11, §e黄色 発光パネル
mekanism:glowpanel:12, §9空色 発光パネル
mekanism:glowpanel:13, §d赤紫色 発光パネル
mekanism:glowpanel:14, §6橙色 発光パネル
mekanism:glowpanel:15, §f白色 発光パネル
mekanism:plasticblock:0, §8黒色 プラスチックブロック
mekanism:plasticblock:1, §c赤色 プラスチックブロック
mekanism:plasticblock:2, §2緑色 プラスチックブロック
mekanism:plasticblock:3, §6茶色 プラスチックブロック
mekanism:plasticblock:4, §1青色 プラスチックブロック
mekanism:plasticblock:5, §5紫色 プラスチックブロック
mekanism:plasticblock:6, §3水色 プラスチックブロック
mekanism:plasticblock:7, §7薄灰色 プラスチックブロック
mekanism:plasticblock:8, §8灰色 プラスチックブロック
mekanism:plasticblock:9, §d桃色 プラスチックブロック
mekanism:plasticblock:10, §a黄緑色 プラスチックブロック
mekanism:plasticblock:11, §e黄色 プラスチックブロック
mekanism:plasticblock:12, §9空色 プラスチックブロック
mekanism:plasticblock:13, §d赤紫色 プラスチックブロック
mekanism:plasticblock:14, §6橙色 プラスチックブロック
mekanism:plasticblock:15, §f白色 プラスチックブロック
mekanism:slickplasticblock:0, §8黒色 滑らかなプラスチックブロック
mekanism:slickplasticblock:1, §c赤色 滑らかなプラスチックブロック
mekanism:slickplasticblock:2, §2緑色 滑らかなプラスチックブロック
mekanism:slickplasticblock:3, §6茶色 滑らかなプラスチックブロック
mekanism:slickplasticblock:4, §1青色 滑らかなプラスチックブロック
mekanism:slickplasticblock:5, §5紫色 滑らかなプラスチックブロック
mekanism:slickplasticblock:6, §3水色 滑らかなプラスチックブロック
mekanism:slickplasticblock:7, §7薄灰色 滑らかなプラスチックブロック
mekanism:slickplasticblock:8, §8灰色 滑らかなプラスチックブロック
mekanism:slickplasticblock:9, §d桃色 滑らかなプラスチックブロック
mekanism:slickplasticblock:10, §a黄緑色 滑らかなプラスチックブロック
mekanism:slickplasticblock:11, §e黄色 滑らかなプラスチックブロック
mekanism:slickplasticblock:12, §9空色 滑らかなプラスチックブロック
mekanism:slickplasticblock:13, §d赤紫色 滑らかなプラスチックブロック
mekanism:slickplasticblock:14, §6橙色 滑らかなプラスチックブロック
mekanism:slickplasticblock:15, §f白色 滑らかなプラスチックブロック
mekanism:glowplasticblock:0, §8黒色 輝くプラスチックブロック
mekanism:glowplasticblock:1, §c赤色 輝くプラスチックブロック
mekanism:glowplasticblock:2, §2緑色 輝くプラスチックブロック
mekanism:glowplasticblock:3, §6茶色 輝くプラスチックブロック
mekanism:glowplasticblock:4, §1青色 輝くプラスチックブロック
mekanism:glowplasticblock:5, §5紫色 輝くプラスチックブロック
mekanism:glowplasticblock:6, §3水色 輝くプラスチックブロック
mekanism:glowplasticblock:7, §7薄灰色 輝くプラスチックブロック
mekanism:glowplasticblock:8, §8灰色 輝くプラスチックブロック
mekanism:glowplasticblock:9, §d桃色 輝くプラスチックブロック
mekanism:glowplasticblock:10, §a黄緑色 輝くプラスチックブロック
mekanism:glowplasticblock:11, §e黄色 輝くプラスチックブロック
mekanism:glowplasticblock:12, §9空色 輝くプラスチックブロック
mekanism:glowplasticblock:13, §d赤紫色 輝くプラスチックブロック
mekanism:glowplasticblock:14, §6橙色 輝くプラスチックブロック
mekanism:glowplasticblock:15, §f白色 輝くプラスチックブロック
mekanism:reinforcedplasticblock:0, §8黒色 強化プラスチックブロック
mekanism:reinforcedplasticblock:1, §c赤色 強化プラスチックブロック
mekanism:reinforcedplasticblock:2, §2緑色 強化プラスチックブロック
mekanism:reinforcedplasticblock:3, §6茶色 強化プラスチックブロック
mekanism:reinforcedplasticblock:4, §1青色 強化プラスチックブロック
mekanism:reinforcedplasticblock:5, §5紫色 強化プラスチックブロック
mekanism:reinforcedplasticblock:6, §3水色 強化プラスチックブロック
mekanism:reinforcedplasticblock:7, §7薄灰色 強化プラスチックブロック
mekanism:reinforcedplasticblock:8, §8灰色 強化プラスチックブロック
mekanism:reinforcedplasticblock:9, §d桃色 強化プラスチックブロック
mekanism:reinforcedplasticblock:10, §a黄緑色 強化プラスチックブロック
mekanism:reinforcedplasticblock:11, §e黄色 強化プラスチックブロック
mekanism:reinforcedplasticblock:12, §9空色 強化プラスチックブロック
mekanism:reinforcedplasticblock:13, §d赤紫色 強化プラスチックブロック
mekanism:reinforcedplasticblock:14, §6橙色 強化プラスチックブロック
mekanism:reinforcedplasticblock:15, §f白色 強化プラスチックブロック
mekanism:roadplasticblock:0, §8黒色 プラスチックロード
mekanism:roadplasticblock:1, §c赤色 プラスチックロード
mekanism:roadplasticblock:2, §2緑色 プラスチックロード
mekanism:roadplasticblock:3, §6茶色 プラスチックロード
mekanism:roadplasticblock:4, §1青色 プラスチックロード
mekanism:roadplasticblock:5, §5紫色 プラスチックロード
mekanism:roadplasticblock:6, §3水色 プラスチックロード
mekanism:roadplasticblock:7, §7薄灰色 プラスチックロード
mekanism:roadplasticblock:8, §8灰色 プラスチックロード
mekanism:roadplasticblock:9, §d桃色 プラスチックロード
mekanism:roadplasticblock:10, §a黄緑色 プラスチックロード
mekanism:roadplasticblock:11, §e黄色 プラスチックロード
mekanism:roadplasticblock:12, §9空色 プラスチックロード
mekanism:roadplasticblock:13, §d赤紫色 プラスチックロード
mekanism:roadplasticblock:14, §6橙色 プラスチックロード
mekanism:roadplasticblock:15, §f白色 プラスチックロード
mekanism:plasticfence:0, §8黒色 プラスチックの柵
mekanism:plasticfence:1, §c赤色 プラスチックの柵
mekanism:plasticfence:2, §2緑色 プラスチックの柵
mekanism:plasticfence:3, §6茶色 プラスチックの柵
mekanism:plasticfence:4, §1青色 プラスチックの柵
mekanism:plasticfence:5, §5紫色 プラスチックの柵
mekanism:plasticfence:6, §3水色 プラスチックの柵
mekanism:plasticfence:7, §7薄灰色 プラスチックの柵
mekanism:plasticfence:8, §8灰色 プラスチックの柵
mekanism:plasticfence:9, §d桃色 プラスチックの柵
mekanism:plasticfence:10, §a黄緑色 プラスチックの柵
mekanism:plasticfence:11, §e黄色 プラスチックの柵
mekanism:plasticfence:12, §9空色 プラスチックの柵
mekanism:plasticfence:13, §d赤紫色 プラスチックの柵
mekanism:plasticfence:14, §6橙色 プラスチックの柵
mekanism:plasticfence:15, §f白色 プラスチックの柵
mekanism:saltblock, 塩ブロック
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
ironchest:iron_chest:0, 鉄のチェスト
ironchest:iron_chest:1, 金のチェスト
ironchest:iron_chest:2, ダイヤのチェスト
ironchest:iron_chest:3, 銅のチェスト
ironchest:iron_chest:4, 銀のチェスト
ironchest:iron_chest:5, クリスタルチェスト
ironchest:iron_chest:6, 黒曜石のチェスト
ironchest:iron_chest:7, ダートチェスト9000!
ironchest:iron_shulker_box_white:0, 白色の鉄のシュルカーボックス
ironchest:iron_shulker_box_white:1, 白色の金のシュルカーボックス
ironchest:iron_shulker_box_white:2, 白色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_white:3, 白色の銅のシュルカーボックス
ironchest:iron_shulker_box_white:4, 白色の銀のシュルカーボックス
ironchest:iron_shulker_box_white:5, 白色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_white:6, 白色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_orange:0, 橙色の鉄のシュルカーボックス
ironchest:iron_shulker_box_orange:1, 橙色の金のシュルカーボックス
ironchest:iron_shulker_box_orange:2, 橙色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_orange:3, 橙色の銅のシュルカーボックス
ironchest:iron_shulker_box_orange:4, 橙色の銀のシュルカーボックス
ironchest:iron_shulker_box_orange:5, 橙色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_orange:6, 橙色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_magenta:0, 赤紫色の鉄のシュルカーボックス
ironchest:iron_shulker_box_magenta:1, 赤紫色の金のシュルカーボックス
ironchest:iron_shulker_box_magenta:2, 赤紫色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_magenta:3, 赤紫色の銅のシュルカーボックス
ironchest:iron_shulker_box_magenta:4, 赤紫色の銀のシュルカーボックス
ironchest:iron_shulker_box_magenta:5, 赤紫色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_magenta:6, 赤紫色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_light_blue:0, 空色の鉄のシュルカーボックス
ironchest:iron_shulker_box_light_blue:1, 空色の金のシュルカーボックス
ironchest:iron_shulker_box_light_blue:2, 空色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_light_blue:3, 空色の銅のシュルカーボックス
ironchest:iron_shulker_box_light_blue:4, 空色の銀のシュルカーボックス
ironchest:iron_shulker_box_light_blue:5, 空色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_light_blue:6, 空色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_yellow:0, 黄色の鉄のシュルカーボックス
ironchest:iron_shulker_box_yellow:1, 黄色の金のシュルカーボックス
ironchest:iron_shulker_box_yellow:2, 黄色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_yellow:3, 黄色の銅のシュルカーボックス
ironchest:iron_shulker_box_yellow:4, 黄色の銀のシュルカーボックス
ironchest:iron_shulker_box_yellow:5, 黄色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_yellow:6, 黄色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_lime:0, 黄緑色の鉄のシュルカーボックス
ironchest:iron_shulker_box_lime:1, 黄緑色の金のシュルカーボックス
ironchest:iron_shulker_box_lime:2, 黄緑色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_lime:3, 黄緑色の銅のシュルカーボックス
ironchest:iron_shulker_box_lime:4, 黄緑色の銀のシュルカーボックス
ironchest:iron_shulker_box_lime:5, 黄緑色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_lime:6, 黄緑色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_pink:0, 桃色の鉄のシュルカーボックス
ironchest:iron_shulker_box_pink:1, 桃色の金のシュルカーボックス
ironchest:iron_shulker_box_pink:2, 桃色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_pink:3, 桃色の銅のシュルカーボックス
ironchest:iron_shulker_box_pink:4, 桃色の銀のシュルカーボックス
ironchest:iron_shulker_box_pink:5, 桃色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_pink:6, 桃色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_gray:0, 灰色の鉄のシュルカーボックス
ironchest:iron_shulker_box_gray:1, 灰色の金のシュルカーボックス
ironchest:iron_shulker_box_gray:2, 灰色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_gray:3, 灰色の銅のシュルカーボックス
ironchest:iron_shulker_box_gray:4, 灰色の銀のシュルカーボックス
ironchest:iron_shulker_box_gray:5, 灰色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_gray:6, 灰色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_silver:0, 薄灰色の鉄のシュルカーボックス
ironchest:iron_shulker_box_silver:1, 薄灰色の金のシュルカーボックス
ironchest:iron_shulker_box_silver:2, 薄灰色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_silver:3, 薄灰色の銅のシュルカーボックス
ironchest:iron_shulker_box_silver:4, 薄灰色の銀のシュルカーボックス
ironchest:iron_shulker_box_silver:5, 薄灰色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_silver:6, 薄灰色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_cyan:0, 青緑色の鉄のシュルカーボックス
ironchest:iron_shulker_box_cyan:1, 青緑色の金のシュルカーボックス
ironchest:iron_shulker_box_cyan:2, 青緑色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_cyan:3, 青緑色の銅のシュルカーボックス
ironchest:iron_shulker_box_cyan:4, 青緑色の銀のシュルカーボックス
ironchest:iron_shulker_box_cyan:5, 青緑色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_cyan:6, 青緑色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_purple:0, 紫色の鉄のシュルカーボックス
ironchest:iron_shulker_box_purple:1, 紫色の金のシュルカーボックス
ironchest:iron_shulker_box_purple:2, 紫色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_purple:3, 紫色の銅のシュルカーボックス
ironchest:iron_shulker_box_purple:4, 紫色の銀のシュルカーボックス
ironchest:iron_shulker_box_purple:5, 紫色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_purple:6, 紫色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_blue:0, 青色の鉄のシュルカーボックス
ironchest:iron_shulker_box_blue:1, 青色の金のシュルカーボックス
ironchest:iron_shulker_box_blue:2, 青色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_blue:3, 青色の銅のシュルカーボックス
ironchest:iron_shulker_box_blue:4, 青色の銀のシュルカーボックス
ironchest:iron_shulker_box_blue:5, 青色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_blue:6, 青色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_brown:0, 茶色の鉄のシュルカーボックス
ironchest:iron_shulker_box_brown:1, 茶色の金のシュルカーボックス
ironchest:iron_shulker_box_brown:2, 茶色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_brown:3, 茶色の銅のシュルカーボックス
ironchest:iron_shulker_box_brown:4, 茶色の銀のシュルカーボックス
ironchest:iron_shulker_box_brown:5, 茶色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_brown:6, 茶色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_green:0, 緑色の鉄のシュルカーボックス
ironchest:iron_shulker_box_green:1, 緑色の金のシュルカーボックス
ironchest:iron_shulker_box_green:2, 緑色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_green:3, 緑色の銅のシュルカーボックス
ironchest:iron_shulker_box_green:4, 緑色の銀のシュルカーボックス
ironchest:iron_shulker_box_green:5, 緑色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_green:6, 緑色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_red:0, 赤色の鉄のシュルカーボックス
ironchest:iron_shulker_box_red:1, 赤色の金のシュルカーボックス
ironchest:iron_shulker_box_red:2, 赤色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_red:3, 赤色の銅のシュルカーボックス
ironchest:iron_shulker_box_red:4, 赤色の銀のシュルカーボックス
ironchest:iron_shulker_box_red:5, 赤色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_red:6, 赤色の黒曜石のシュルカーボックス
ironchest:iron_shulker_box_black:0, 黒色の鉄のシュルカーボックス
ironchest:iron_shulker_box_black:1, 黒色の金のシュルカーボックス
ironchest:iron_shulker_box_black:2, 黒色のダイヤのシュルカーボックス
ironchest:iron_shulker_box_black:3, 黒色の銅のシュルカーボックス
ironchest:iron_shulker_box_black:4, 黒色の銀のシュルカーボックス
ironchest:iron_shulker_box_black:5, 黒色のクリスタルシュルカーボックス
ironchest:iron_shulker_box_black:6, 黒色の黒曜石のシュルカーボックス
ironchest:iron_gold_chest_upgrade, 鉄から金のチェストにアップグレード
ironchest:gold_diamond_chest_upgrade, 金からダイヤのチェストにアップグレード
ironchest:copper_silver_chest_upgrade, 銅から銀のチェストにアップグレード
ironchest:silver_gold_chest_upgrade, 銀から金のチェストにアップグレード
ironchest:copper_iron_chest_upgrade, 銅から鉄のチェストにアップグレード
ironchest:diamond_crystal_chest_upgrade, ダイヤからクリスタルチェストにアップグレード
ironchest:wood_iron_chest_upgrade, 通常から鉄のチェストにアップグレード
ironchest:wood_copper_chest_upgrade, 通常から銅のチェストにアップグレード
ironchest:diamond_obsidian_chest_upgrade, ダイヤから黒曜石のチェストにアップグレード
ironchest:iron_gold_shulker_upgrade, 鉄から金のシュルカーボックスにアップグレード
ironchest:gold_diamond_shulker_upgrade, 金からダイヤのシュルカーボックスにアップグレード
ironchest:copper_silver_shulker_upgrade, 銅から銀のシュルカーボックスにアップグレード
ironchest:silver_gold_shulker_upgrade, 銀から金のシュルカーボックスにアップグレード
ironchest:copper_iron_shulker_upgrade, 銅から鉄のシュルカーボックスにアップグレード
ironchest:diamond_crystal_shulker_upgrade, ダイヤからクリスタルシュルカーボックスにアップグレード
ironchest:vanilla_iron_shulker_upgrade, 通常から鉄のシュルカーボックスにアップグレード
ironchest:vanilla_copper_shulker_upgrade, 通常から銅のシュルカーボックスにアップグレード
ironchest:diamond_obsidian_shulker_upgrade, ダイヤから黒曜石のシュルカーボックスにアップグレード
mekanismgenerators:solarpanel, ソーラーパネル
mekanismgenerators:hohlraum, ホールラウム
mekanismgenerators:turbineblade, タービンの羽
mekanismgenerators:generator:0, 熱発電機
mekanismgenerators:generator:1, 太陽光発電機
mekanismgenerators:generator:3, ガス燃焼発電機
mekanismgenerators:generator:4, バイオ発電機
mekanismgenerators:generator:5, 発展型太陽光発電機
mekanismgenerators:generator:6, 風力発電機
mekanismgenerators:generator:7, タービンローター
mekanismgenerators:generator:8, 回転機構
mekanismgenerators:generator:9, 電磁コイル
mekanismgenerators:generator:10, タービンケース
mekanismgenerators:generator:11, タービンバルブ
mekanismgenerators:generator:12, 蒸気排出口
mekanismgenerators:generator:13, 飽和凝縮器
mekanismgenerators:reactor:0, 核融合炉制御装置
mekanismgenerators:reactor:1, 核融合炉フレーム
mekanismgenerators:reactor:2, 核融合炉搬入出ポート
mekanismgenerators:reactor:3, 核融合炉論理アダプター
mekanismgenerators:reactorglass:0, 核融合炉窓
mekanismgenerators:reactorglass:1, レーザーフォーカスマトリックス
mekanismtools:woodpaxel, 木のパクセル
mekanismtools:stonepaxel, 石のパクセル
mekanismtools:ironpaxel, 鉄のパクセル
mekanismtools:diamondpaxel, ダイヤのパクセル
mekanismtools:goldpaxel, 金のパクセル
mekanismtools:glowstonepickaxe, グロウストーンのツルハシ
mekanismtools:glowstoneaxe, グロウストーンの斧
mekanismtools:glowstoneshovel, グロウストーンのシャベル
mekanismtools:glowstonehoe, グロウストーンのクワ
mekanismtools:glowstonesword, グロウストーンの剣
mekanismtools:glowstonepaxel, グロウストーンのパクセル
mekanismtools:glowstonehelmet, グロウストーンのヘルメット
mekanismtools:glowstonechestplate, グロウストーンのチェストプレート
mekanismtools:glowstoneleggings, グロウストーンのレギンス
mekanismtools:glowstoneboots, グロウストーンのブーツ
mekanismtools:bronzepickaxe, 青銅のツルハシ
mekanismtools:bronzeaxe, 青銅の斧
mekanismtools:bronzeshovel, 青銅のシャベル
mekanismtools:bronzehoe, 青銅のクワ
mekanismtools:bronzesword, 青銅の剣
mekanismtools:bronzepaxel, 青銅のパクセル
mekanismtools:bronzehelmet, 青銅のヘルメット
mekanismtools:bronzechestplate, 青銅のチェストプレート
mekanismtools:bronzeleggings, 青銅のレギンス
mekanismtools:bronzeboots, 青銅のブーツ
mekanismtools:osmiumpickaxe, オスミウムのピッケル
mekanismtools:osmiumaxe, オスミウムの斧
mekanismtools:osmiumshovel, オスミウムのシャベル
mekanismtools:osmiumhoe, オスミウムのクワ
mekanismtools:osmiumsword, オスミウムの剣
mekanismtools:osmiumpaxel, オスミウムのパクセル
mekanismtools:osmiumhelmet, オスミウムのヘルメット
mekanismtools:osmiumchestplate, オスミウムのチェストプレート
mekanismtools:osmiumleggings, オスミウムのレギンス
mekanismtools:osmiumboots, オスミウムのブーツ
mekanismtools:obsidianpickaxe, 黒曜石のピッケル
mekanismtools:obsidianaxe, 黒曜石の斧
mekanismtools:obsidianshovel, 黒曜石のシャベル
mekanismtools:obsidianhoe, 黒曜石のクワ
mekanismtools:obsidiansword, 黒曜石の剣
mekanismtools:obsidianpaxel, 黒曜石のパクセル
mekanismtools:obsidianhelmet, 黒曜石のヘルメット
mekanismtools:obsidianchestplate, 黒曜石のチェストプレート
mekanismtools:obsidianleggings, 黒曜石のレギンス
mekanismtools:obsidianboots, 黒曜石のブーツ
mekanismtools:lapislazulipickaxe, ラピスラズリのピッケル
mekanismtools:lapislazuliaxe, ラピスラズリの斧
mekanismtools:lapislazulishovel, ラピスラズリのシャベル
mekanismtools:lapislazulihoe, ラピスラズリのクワ
mekanismtools:lapislazulisword, ラピスラズリの剣
mekanismtools:lapislazulipaxel, ラピスラズリのパクセル
mekanismtools:lapislazulihelmet, ラピスラズリのヘルメット
mekanismtools:lapislazulichestplate, ラピスラズリのチェストプレート
mekanismtools:lapislazulileggings, ラピスラズリのレギンス
mekanismtools:lapislazuliboots, ラピスラズリのブーツ
mekanismtools:steelpickaxe, 鋼鉄のツルハシ
mekanismtools:steelaxe, 鋼鉄の斧
mekanismtools:steelshovel, 鋼鉄のシャベル
mekanismtools:steelhoe, 鋼鉄のクワ
mekanismtools:steelsword, 鋼鉄の剣
mekanismtools:steelpaxel, 鋼鉄のパクセル
mekanismtools:steelhelmet, 鋼鉄のヘルメット
mekanismtools:steelchestplate, 鋼鉄のチェストプレート
mekanismtools:steelleggings, 鋼鉄のレギンス
mekanismtools:steelboots, 鋼鉄のブーツ
teslacorelib:gear_diamond, Diamond Gear
teslacorelib:gear_gold, Gold Gear
teslacorelib:gear_iron, Iron Gear
teslacorelib:gear_stone, Stone Gear
buildcraftcore:spring:0, 湧き水の源
buildcraftcore:spring:1, 原油の源
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Blueprint (Decoration)
buildcraftcore:decorated:2, Template (Decoration)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Laser (Decoration)
buildcraftcore:marker_volume, 範囲マーカー
buildcraftcore:marker_path, 経路マーカー
buildcraftcore:engine:0, レッドストーンエンジン
buildcraftcore:engine:1, スターリングエンジン
buildcraftcore:engine:2, 内燃エンジン
buildcraftcore:engine:3, クリエイティブ専用エンジン
buildcraftcore:wrench, レンチ
buildcraftcore:gear_wood, 木の歯車
buildcraftcore:gear_stone, 石の歯車
buildcraftcore:gear_iron, 鉄の歯車
buildcraftcore:gear_gold, 金の歯車
buildcraftcore:gear_diamond, ダイヤの歯車
buildcraftcore:paintbrush:64, Paintbrush
buildcraftcore:paintbrush:0, §z§0§f白色§r Paintbrush
buildcraftcore:paintbrush:0, §z§1§6橙色§r Paintbrush
buildcraftcore:paintbrush:0, §z§2§d赤紫色§r Paintbrush
buildcraftcore:paintbrush:0, §z§3§b空色§r Paintbrush
buildcraftcore:paintbrush:0, §z§4§e黄色§r Paintbrush
buildcraftcore:paintbrush:0, §z§5§a黄緑色§r Paintbrush
buildcraftcore:paintbrush:0, §z§6§d桃色§r Paintbrush
buildcraftcore:paintbrush:0, §z§7§7灰色§r Paintbrush
buildcraftcore:paintbrush:0, §z§8§7薄灰色§r Paintbrush
buildcraftcore:paintbrush:0, §z§9§3青緑色§r Paintbrush
buildcraftcore:paintbrush:0, §z§a§d紫色§r Paintbrush
buildcraftcore:paintbrush:0, §9§9青色§r Paintbrush
buildcraftcore:paintbrush:0, §z§c§6茶色§r Paintbrush
buildcraftcore:paintbrush:0, §z§d§a緑色§r Paintbrush
buildcraftcore:paintbrush:0, §z§e§c赤色§r Paintbrush
buildcraftcore:paintbrush:0, §0§7黒色§r Paintbrush
buildcraftcore:list, リスト
buildcraftcore:map_location:0, 範囲指定マップ
buildcraftcore:marker_connector, Marker Connector
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Fragile %s Shard
buildcraftbuilders:snapshot:2, ブループリント
buildcraftbuilders:snapshot:0, テンプレート
buildcraftbuilders:schematic_single:0, Single Block Schematic
buildcraftbuilders:filler_planner, Filler Planner
buildcraftbuilders:filler, 簡易建築機
buildcraftbuilders:builder, 建築機
buildcraftbuilders:architect, 設計台
buildcraftbuilders:library, 青写真ライブラリ
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, フレーム
